,price,kms_driven,owner,age,power,brand
5236,67000,12000,First Owner,4,160,Honda
5237,40000,38000,First Owner,8,150,Yamaha
5238,26000,17695,First Owner,8,100,Bajaj
5239,140000,9788,First Owner,5,350,Royal Enfield
5240,92300,10000,First Owner,4,200,TVS
5241,20100,45330,First Owner,14,100,Hero
5242,69000,22000,First Owner,6,150,Bajaj
5243,26000,33000,First Owner,12,150,Honda
5244,139000,17000,First Owner,4,350,Royal Enfield
5245,97500,19562,First Owner,7,350,Royal Enfield
5246,48000,11000,First Owner,7,150,Yamaha
5247,140900,1400,First Owner,6,500,Royal Enfield
5248,179000,14000,First Owner,4,500,Royal Enfield
5249,25000,60000,First Owner,9,150,Bajaj
5250,180000,4030,First Owner,4,500,Royal Enfield
5251,84000,1920,First Owner,4,150,Bajaj
5252,125000,20000,First Owner,6,350,Royal Enfield
5253,55000,27000,First Owner,8,200,Bajaj
5254,65000,3200,First Owner,5,150,Hero
5255,88000,8000,First Owner,4,150,Suzuki
5256,27500,18000,First Owner,7,110,Honda
5257,80000,23895,First Owner,7,350,Royal Enfield
5258,19600,42000,Second Owner,11,100,Hero
5259,95000,25000,First Owner,5,350,Royal Enfield
5260,99000,23397,First Owner,4,350,Royal Enfield
5261,30000,51528,First Owner,9,150,Hero
5262,120000,10147,First Owner,3,220,Bajaj
5263,110000,9119,First Owner,5,200,Bajaj
5264,100000,7000,First Owner,7,390,KTM
5265,55000,10000,First Owner,4,125,Honda
5266,21000,19000,First Owner,10,100,Hero
5267,20000,70628,First Owner,10,100,Hero
5268,25000,58137,First Owner,10,100,Hero
5269,42000,35000,First Owner,7,223,Hero
5270,110000,5073,First Owner,5,350,Royal Enfield
5271,106000,14403,First Owner,5,390,KTM
5272,74000,23000,First Owner,7,150,Yamaha
5273,18600,56000,First Owner,10,150,Bajaj
5274,472000,550,First Owner,3,750,Harley-Davidson
5275,89000,13000,First Owner,8,350,Royal Enfield
5276,95000,40500,First Owner,8,500,Royal Enfield
5277,65000,18500,First Owner,5,160,TVS
5278,125000,8200,First Owner,5,200,KTM
5279,430000,1200,First Owner,6,750,Harley-Davidson
5280,35000,9500,First Owner,6,100,Hero
5281,40000,38950,First Owner,5,110,TVS
5282,40000,80000,First Owner,9,160,TVS
5283,140000,10000,First Owner,6,200,KTM
5284,55000,2000,First Owner,3,110,Bajaj
5285,59999,20850,First Owner,7,150,Bajaj
5286,112100,22800,First Owner,5,350,Royal Enfield
5287,137999,7900,First Owner,5,500,Royal Enfield
5288,70000,11000,First Owner,4,150,Bajaj
5289,25000,28000,First Owner,7,110,Honda
5290,15600,50000,First Owner,13,150,Hero
5292,44600,39500,First Owner,8,220,Bajaj
5293,225000,2400,First Owner,4,390,KTM
5294,120000,2827,First Owner,5,350,Royal Enfield
5295,118000,12434,First Owner,6,500,Royal Enfield
5296,150000,38000,First Owner,14,500,Royal Enfield
5297,30000,9300,First Owner,11,150,Yamaha
5298,41000,60000,First Owner,10,150,Yamaha
5299,90000,12000,First Owner,8,350,Royal Enfield
5300,18000,18465,First Owner,12,150,Yamaha
5301,110000,5548,First Owner,4,400,Bajaj
5302,110000,25353,First Owner,5,500,Royal Enfield
5303,170000,6700,First Owner,3,350,Royal Enfield
5306,77000,25400,First Owner,3,150,Suzuki
5307,65200,20000,First Owner,3,220,Bajaj
5308,45000,30000,First Owner,8,150,Yamaha
5309,160000,23766,First Owner,5,390,KTM
5313,21000,28808,First Owner,7,100,Bajaj
5319,19269,36526,Second Owner,11,100,Bajaj
5320,43000,15000,Second Owner,5,150,Bajaj
5321,140000,6500,First Owner,5,200,KTM
5322,180000,2000,First Owner,4,500,Royal Enfield
5323,20000,46000,First Owner,12,100,Hero
5324,100000,11170,First Owner,6,200,Bajaj
5325,131700,5000,First Owner,6,500,Royal Enfield
5326,30000,24000,First Owner,9,150,Yamaha
5327,67000,12000,First Owner,5,220,Bajaj
5328,25000,38425,First Owner,8,125,Bajaj
5329,42000,9000,First Owner,6,110,Hero
5330,60000,9000,First Owner,6,150,Bajaj
5331,70400,7000,First Owner,4,150,Bajaj
5332,41000,33000,First Owner,9,220,Bajaj
5333,58000,20000,First Owner,7,220,Bajaj
5334,50400,15000,First Owner,6,160,Honda
5335,90500,28000,First Owner,5,150,Yamaha
5336,90000,1500,First Owner,4,220,Bajaj
5337,120000,24000,First Owner,7,390,KTM
5338,45000,15000,First Owner,5,100,Hero
5339,31500,35600,First Owner,7,100,Hero
5348,41800,3360,First Owner,3,100,Bajaj
5349,27500,48000,First Owner,8,100,Bajaj
5350,23500,40000,First Owner,10,150,Bajaj
5351,23000,30000,First Owner,9,125,Hero
5352,75000,15000,First Owner,5,220,Bajaj
5353,59000,40000,First Owner,6,150,Bajaj
5354,42000,32300,First Owner,7,150,Hero
5355,60000,11000,First Owner,5,150,Bajaj
5356,22000,20000,First Owner,11,100,Hero
5357,36300,38000,First Owner,6,110,Hero
5358,88600,6200,First Owner,4,220,Bajaj
5359,42000,25000,First Owner,5,110,Hero
5360,60000,46000,First Owner,5,150,Bajaj
5361,20000,60500,First Owner,11,150,Hero
5362,69000,17000,First Owner,5,150,Bajaj
5363,18000,77700,First Owner,11,135,Bajaj
5364,72000,7000,Second Owner,3,180,TVS
5365,34000,50000,Third Owner,10,150,Yamaha
5366,82000,57444,First Owner,6,200,Bajaj
5367,80000,7018,First Owner,4,150,Yamaha
5368,25000,24000,First Owner,8,125,Hero
5371,45000,5382,First Owner,5,150,Yamaha
5388,48400,14500,First Owner,6,150,Bajaj
5389,105000,9900,First Owner,8,500,Royal Enfield
5390,48000,9800,First Owner,6,150,Suzuki
5391,43000,10000,First Owner,4,100,Bajaj
5392,90000,7800,First Owner,7,350,Royal Enfield
5393,78000,10575,First Owner,4,150,Suzuki
5394,23000,61122,First Owner,17,100,Hero
5395,36000,16830,First Owner,6,100,Hero
5396,18000,39000,First Owner,13,150,Bajaj
5397,110000,13000,First Owner,6,350,Royal Enfield
5398,139999,5500,First Owner,6,200,KTM
5399,145000,10000,First Owner,5,350,Royal Enfield
5400,132400,12000,First Owner,5,350,Royal Enfield
5401,68000,10000,First Owner,5,180,TVS
5402,28000,18000,First Owner,9,125,Bajaj
5403,90000,38400,First Owner,10,350,Royal Enfield
5404,25000,43000,First Owner,9,125,Bajaj
5405,27500,22365,First Owner,10,100,Hero
5406,88000,150,First Owner,4,160,Honda
5407,141900,7400,First Owner,4,350,Royal Enfield
5408,110500,30000,First Owner,6,350,Royal Enfield
5409,95000,27200,First Owner,8,350,Royal Enfield
5410,51000,4669,First Owner,4,110,Hero
5411,35526,16500,First Owner,6,125,Honda
5412,49800,41365,First Owner,6,150,Honda
5413,40800,25000,First Owner,9,220,Bajaj
5414,29000,24000,First Owner,7,100,Hero
5415,35255,25000,First Owner,9,150,Yamaha
5416,30000,40457,First Owner,7,100,Hero
5417,130000,7000,First Owner,5,350,Royal Enfield
5418,46728,55300,First Owner,7,150,Yamaha
5419,21000,45000,First Owner,12,150,Bajaj
5420,142600,28000,First Owner,6,390,KTM
5421,82000,23000,First Owner,6,150,Yamaha
5422,60000,15000,First Owner,6,150,Bajaj
5423,30000,17500,First Owner,8,125,Honda
5424,35000,9614,First Owner,7,110,Mahindra
5425,130000,9800,First Owner,7,390,KTM
5426,48000,14000,First Owner,8,150,Hero
5427,120000,15500,First Owner,6,350,Royal Enfield
5428,80000,9000,First Owner,5,150,Bajaj
5429,88000,3500,First Owner,4,180,TVS
5430,30000,13000,First Owner,8,125,Hero
5431,125000,10200,First Owner,5,350,Royal Enfield
5432,27000,25874,First Owner,10,150,Hero
5433,165000,17883,First Owner,6,390,KTM
5434,56435,12192,First Owner,5,110,Hero
5436,100000,5000,First Owner,5,150,Yamaha
5437,67000,15500,First Owner,5,220,Bajaj
5438,25000,98707,First Owner,11,150,Bajaj
5439,30000,64800,First Owner,13,150,Honda
5440,66000,12000,First Owner,5,150,Bajaj
5463,65000,9300,First Owner,10,350,Royal Enfield
5464,45000,19542,First Owner,7,160,TVS
5465,25000,41915,First Owner,12,150,Bajaj
5466,33000,31500,Third Owner,14,200,Bajaj
5468,38000,8718,First Owner,3,100,TVS
5469,75000,24000,First Owner,7,350,Royal Enfield
5470,70000,45000,Second Owner,15,350,Royal Enfield
5471,133300,18000,First Owner,5,350,Royal Enfield
5472,165000,2791,First Owner,2,350,Royal Enfield
5473,42000,9755,First Owner,7,150,Bajaj
5474,35000,37795,First Owner,7,100,Hero
5475,37000,27520,First Owner,5,125,Honda
5476,82000,5200,First Owner,3,160,TVS
5477,85000,4500,First Owner,2,220,Bajaj
5478,115000,9759,First Owner,5,350,Royal Enfield
5479,27400,33000,First Owner,10,110,Honda
5480,22000,29428,First Owner,9,150,Yamaha
5481,58000,9572,First Owner,9,350,Royal Enfield
5482,14000,40000,Second Owner,12,100,Hero
5483,120000,16000,First Owner,3,200,TVS
5484,30000,45355,First Owner,6,125,Honda
5485,77100,15000,First Owner,5,150,Honda
5486,39999,27000,First Owner,8,150,Honda
5487,125000,17677,First Owner,4,350,Royal Enfield
5488,35000,21000,First Owner,10,150,Bajaj
5489,75000,30000,First Owner,6,200,Bajaj
5490,85000,3842,First Owner,7,350,Royal Enfield
5491,160000,6700,First Owner,3,200,KTM
5492,35000,27988,First Owner,14,150,Hero
5493,35000,34000,First Owner,10,220,Bajaj
5494,105000,11072,First Owner,8,500,Royal Enfield
5495,150000,1947,First Owner,2,350,Royal Enfield
5496,106000,26429,First Owner,4,400,Bajaj
5497,28000,42942,First Owner,13,200,Bajaj
5498,190000,4159,Second Owner,4,390,KTM
5499,18000,70000,Second Owner,15,110,TVS
5500,95000,1990,First Owner,4,200,TVS
5501,95000,29000,First Owner,7,500,Royal Enfield
5502,50000,65007,First Owner,7,150,Bajaj
5503,28000,34060,Second Owner,11,180,Bajaj
5504,98000,41883,First Owner,5,350,Royal Enfield
5505,45000,15000,First Owner,9,200,Bajaj
5506,106000,1890,First Owner,2,200,TVS
5507,23000,59560,First Owner,8,110,Hero
5508,72000,13600,Second Owner,4,150,Yamaha
5509,37500,10521,First Owner,7,150,Honda
5510,90000,3095,First Owner,2,180,TVS
5511,53300,29000,First Owner,10,150,Yamaha
5513,30000,21288,First Owner,10,160,TVS
5514,75000,29878,First Owner,4,150,Yamaha
5515,31000,19000,Second Owner,5,100,Hero
5516,65000,7706,First Owner,5,220,Bajaj
5517,11000,31275,First Owner,12,135,Bajaj
5518,93200,8700,First Owner,7,500,Royal Enfield
5519,18000,19233,Second Owner,11,100,Hero
5520,42000,33156,First Owner,5,150,Bajaj
5521,65000,14000,First Owner,4,150,Yamaha
5522,100000,2322,First Owner,2,160,Honda
5523,29500,16389,First Owner,7,100,TVS
5524,84000,13680,First Owner,6,350,Royal Enfield
5525,85000,9425,First Owner,4,250,Yamaha
5526,41000,9833,First Owner,5,160,TVS
5527,25000,21163,First Owner,5,125,Bajaj
5528,50000,31298,First Owner,12,350,Royal Enfield
5529,43000,14740,First Owner,4,150,Bajaj
5530,60000,14830,First Owner,4,150,Suzuki
5531,56000,11021,First Owner,4,160,Honda
5532,102000,1120,First Owner,2,150,Yamaha
5533,65000,33000,Second Owner,10,350,Royal Enfield
5534,65000,15000,First Owner,9,250,Honda
5535,90595,37915,First Owner,6,350,Royal Enfield
5536,30000,35600,First Owner,9,150,Yamaha
5537,120000,7500,First Owner,3,400,Bajaj
5538,92000,750,First Owner,3,150,Suzuki
5539,35000,46436,First Owner,11,180,Bajaj
5553,137500,56000,First Owner,6,200,KTM
5554,66000,3000,First Owner,4,160,Honda
5555,53200,12135,First Owner,3,150,Bajaj
5556,49999,21500,Second Owner,6,150,Yamaha
5557,102000,8120,First Owner,2,200,TVS
5558,17000,34500,First Owner,11,135,Bajaj
5559,55000,7800,First Owner,7,220,Bajaj
5560,99000,1793,First Owner,3,200,TVS
5561,25000,31400,First Owner,7,125,Honda
5562,170000,15547,Second Owner,4,390,KTM
5563,55000,35107,First Owner,8,220,Bajaj
5564,92000,5156,First Owner,2,150,Suzuki
5565,89200,15000,First Owner,5,150,Honda
5566,110000,5130,First Owner,5,500,Royal Enfield
5567,85000,15150,First Owner,3,160,TVS
5568,141000,10825,Fourth Owner Or More,4,350,Royal Enfield
5569,105000,12000,First Owner,6,500,Royal Enfield
5570,90000,28279,Second Owner,9,500,Royal Enfield
5571,65000,7983,First Owner,5,200,Bajaj
5572,243100,16000,First Owner,3,390,KTM
5573,22000,37000,First Owner,8,100,Bajaj
5574,52000,13353,First Owner,3,100,Hero
5575,180000,6500,First Owner,3,250,Honda
5576,35000,40500,First Owner,10,150,Bajaj
5577,30000,44000,First Owner,8,125,Honda
5578,93500,199,First Owner,2,220,Bajaj
5579,106000,70000,First Owner,7,350,Royal Enfield
5580,195000,1700,First Owner,5,390,KTM
5581,25000,54560,Second Owner,14,223,Hero
5582,85000,17580,First Owner,8,350,Royal Enfield
5583,15000,46000,First Owner,11,110,TVS
5584,62000,76663,First Owner,4,200,TVS
5585,34000,29500,First Owner,6,125,Bajaj
5586,18000,30112,First Owner,11,125,Honda
5587,75000,29284,First Owner,9,350,Royal Enfield
5589,42000,34700,First Owner,6,223,Hero
5590,55000,17180,First Owner,3,125,Hero
5591,65000,30040,First Owner,4,150,Suzuki
5592,105000,12903,Second Owner,4,200,Bajaj
5593,75000,30000,First Owner,10,350,Royal Enfield
5594,30000,52000,First Owner,12,150,Honda
5595,24300,75000,First Owner,9,150,Yamaha
5596,30000,34028,First Owner,6,125,Bajaj
5597,35000,44409,First Owner,7,150,Bajaj
5598,21000,58245,First Owner,10,150,Yamaha
5599,125000,26147,First Owner,7,500,Royal Enfield
5600,95000,14008,First Owner,6,350,Royal Enfield
5601,110000,29369,First Owner,5,500,Royal Enfield
5602,50000,31519,Second Owner,6,150,Bajaj
5603,90000,23900,Second Owner,6,350,Royal Enfield
5604,56000,26320,First Owner,5,220,Bajaj
5605,67100,26000,First Owner,4,150,Suzuki
5606,150900,11850,First Owner,3,350,Royal Enfield
5607,57000,28500,First Owner,5,220,Bajaj
5608,25000,30000,First Owner,10,150,Bajaj
5609,270000,3165,First Owner,4,250,Hyosung
5610,18000,19443,Second Owner,8,125,Yamaha
5611,45000,15886,First Owner,7,150,Yamaha
5612,40000,28530,First Owner,7,223,Hero
5613,55000,33186,First Owner,5,150,Suzuki
5614,20000,60315,Second Owner,11,150,Hero
5615,85000,15200,Third Owner,5,200,Bajaj
5616,12000,32234,First Owner,16,150,Bajaj
5617,67300,34000,First Owner,8,150,Yamaha
5618,65000,7000,First Owner,4,150,Suzuki
5619,140000,6537,First Owner,4,200,KTM
5620,27000,31336,First Owner,9,150,Suzuki
5621,115000,8500,First Owner,3,200,Bajaj
5622,170000,2037,First Owner,4,500,Royal Enfield
5623,51000,20058,First Owner,4,150,Bajaj
5624,77600,22000,First Owner,3,220,Bajaj
5625,9000,67140,Second Owner,15,150,Bajaj
5626,48000,25435,First Owner,5,150,Bajaj
5627,28000,46182,First Owner,8,180,TVS
5628,90000,21000,First Owner,6,350,Royal Enfield
5629,45000,8634,First Owner,4,150,Bajaj
5630,55000,20404,First Owner,4,150,Bajaj
5631,58400,43000,Second Owner,10,350,Royal Enfield
5639,200000,6629,First Owner,5,250,Hyosung
5640,391000,6000,First Owner,7,750,Harley-Davidson
5641,105000,6867,First Owner,5,500,Royal Enfield
5642,197200,24000,First Owner,4,390,KTM
5643,42000,29000,First Owner,10,220,Bajaj
5644,71000,13600,First Owner,3,180,Bajaj
5645,70000,5200,Second Owner,4,220,Bajaj
5646,46000,11000,Second Owner,6,150,Yamaha
5647,174000,4300,First Owner,5,200,KTM
5648,66000,2465,First Owner,9,150,Yamaha
5649,49000,25000,First Owner,7,223,Hero
5650,30000,26500,First Owner,8,100,Bajaj
5651,65000,22000,First Owner,5,150,Bajaj
5652,110900,6635,First Owner,5,350,Royal Enfield
5653,395000,16523,First Owner,5,750,Harley-Davidson
5654,22000,49000,First Owner,7,125,Honda
5655,125000,3538,First Owner,7,350,Royal Enfield
5656,125000,3538,First Owner,5,350,Royal Enfield
5657,19000,69415,First Owner,13,135,Bajaj
5658,80000,4300,First Owner,3,150,Bajaj
5659,89000,19627,First Owner,2,150,Suzuki
5660,25000,52287,Second Owner,10,150,Bajaj
5661,91000,14555,First Owner,6,350,Royal Enfield
5662,95000,2617,First Owner,2,150,Yamaha
5669,77000,11300,First Owner,4,200,Bajaj
5670,106000,233011,Second Owner,4,250,Honda
5671,33000,55000,First Owner,7,110,Mahindra
5672,40000,28397,Second Owner,4,100,Hero
5673,111000,14647,First Owner,6,390,KTM
5674,78000,38271,First Owner,6,200,Bajaj
5675,28000,38000,First Owner,11,223,Hero
5676,108400,18000,First Owner,4,200,Bajaj
5677,90000,23000,First Owner,4,200,Bajaj
5678,90000,5148,Second Owner,5,350,Royal Enfield
5679,100000,45730,First Owner,6,350,Royal Enfield
5680,18000,42000,First Owner,10,135,Bajaj
5684,52999,8150,First Owner,5,150,Bajaj
5685,128700,50000,First Owner,5,500,Royal Enfield
5686,80000,40000,Second Owner,5,200,Bajaj
5687,70000,26000,First Owner,4,150,Honda
5688,200000,5000,First Owner,3,390,KTM
5689,19000,57791,First Owner,11,180,Bajaj
5690,25600,45000,First Owner,8,125,Bajaj
5691,30000,79004,First Owner,7,125,Honda
5692,20000,36000,First Owner,10,160,TVS
5693,276000,2100,First Owner,5,300,Kawasaki
5694,47000,44626,First Owner,8,150,Suzuki
5695,80000,20824,First Owner,3,250,Yamaha
5696,22000,91649,First Owner,14,150,Bajaj
5697,108000,17600,First Owner,7,500,Royal Enfield
5698,21000,23059,First Owner,10,150,Bajaj
5699,97100,8073,First Owner,5,200,Bajaj
5700,47000,6363,First Owner,3,150,Yamaha
5701,145000,21515,First Owner,3,400,Bajaj
5702,65000,19000,First Owner,6,223,Hero
5703,194000,844,First Owner,2,410,Royal Enfield
5704,91000,18399,First Owner,6,350,Royal Enfield
5705,107000,20000,First Owner,5,500,Royal Enfield
5706,120000,16500,First Owner,5,350,Royal Enfield
5707,85000,3000,First Owner,2,160,Bajaj
5708,80000,31800,First Owner,4,220,Bajaj
5709,15900,64000,First Owner,11,150,Hero
5728,50100,36000,Second Owner,6,223,Hero
5729,35000,33555,First Owner,13,150,Yamaha
5730,22000,17800,First Owner,11,150,Bajaj
5731,16000,75000,Third Owner,14,160,TVS
5732,36000,34000,First Owner,7,180,TVS
5733,111300,5000,First Owner,4,200,TVS
5734,18500,60000,First Owner,17,100,Hero
5755,32400,32116,First Owner,8,150,Bajaj
5756,16100,31000,First Owner,11,150,Bajaj
5757,145000,1147,First Owner,6,200,KTM
5758,60000,500,First Owner,4,135,Bajaj
5759,138000,13500,First Owner,5,410,Royal Enfield
5760,55000,4000,First Owner,5,160,Honda
5761,20400,74000,First Owner,9,100,Bajaj
5762,35000,43000,First Owner,9,160,TVS
5763,67000,15000,First Owner,6,220,Bajaj
5764,52000,17600,First Owner,7,150,Honda
5765,84999,7600,First Owner,4,150,Bajaj
5766,30000,25729,First Owner,7,100,Hero
5767,120000,25000,First Owner,6,350,Royal Enfield
5768,27000,49000,First Owner,11,135,Bajaj
5769,46800,10500,First Owner,4,100,Bajaj
5770,97000,24878,First Owner,5,150,Honda
5771,80000,14000,First Owner,4,150,Suzuki
5772,45000,44000,First Owner,6,160,TVS
5773,120000,5200,First Owner,7,500,Royal Enfield
5774,125000,2500,First Owner,4,200,Bajaj
5775,65000,394,First Owner,6,150,Yamaha
5776,75000,13303,First Owner,3,150,Yamaha
5777,47000,38561,First Owner,5,220,Bajaj
5778,25000,35799,First Owner,6,100,Hero
5779,12000,14916,First Owner,14,180,Bajaj
5780,48000,39555,First Owner,9,150,Honda
5781,307194,1487,First Owner,6,650,Hyosung
5782,11000,6807,First Owner,14,150,TVS
5783,130000,19321,First Owner,4,200,KTM
5784,20500,21533,First Owner,8,150,Yamaha
5785,76200,20000,First Owner,4,200,Bajaj
5786,22800,17000,Second Owner,5,100,TVS
5787,33100,19000,First Owner,5,100,Hero
5788,174600,9000,First Owner,3,200,KTM
5789,18000,68857,First Owner,15,110,TVS
5790,55000,4572,Third Owner,17,350,Royal Enfield
5791,212000,7500,First Owner,4,390,KTM
5792,140000,6346,First Owner,4,200,KTM
5793,53300,3445,First Owner,5,200,Bajaj
5794,50000,22469,First Owner,4,150,Bajaj
5795,18000,61537,First Owner,13,125,Honda
5796,45636,22967,First Owner,4,160,TVS
5797,30000,1,Second Owner,13,100,Hero
5798,125000,32500,First Owner,5,390,KTM
5799,111100,21533,First Owner,5,350,Royal Enfield
5800,68500,11101,First Owner,3,200,TVS
5801,100000,17482,Second Owner,6,350,Royal Enfield
5802,25400,25000,First Owner,7,100,Bajaj
5803,143000,3515,First Owner,3,400,Bajaj
5804,121800,6515,First Owner,6,500,Royal Enfield
5805,128000,4000,First Owner,2,200,TVS
5806,35000,8680,First Owner,6,220,Bajaj
5807,130000,24167,First Owner,4,350,Royal Enfield
5808,125000,14800,First Owner,3,350,Royal Enfield
5809,124000,16500,First Owner,4,250,Benelli
5810,75000,7488,First Owner,2,125,Hero
5811,33500,49463,First Owner,16,350,Royal Enfield
5812,90000,36587,First Owner,6,350,Royal Enfield
5813,95000,15525,First Owner,12,350,Royal Enfield
5814,22000,28686,First Owner,9,125,Bajaj
5815,20000,73190,First Owner,8,100,Hero
5816,15000,23000,First Owner,11,100,Bajaj
5817,24500,30000,First Owner,9,100,Hero
5818,38000,22000,First Owner,7,150,Honda
5819,80000,50000,First Owner,6,350,Royal Enfield
5820,110000,28000,First Owner,5,500,Royal Enfield
5821,15000,26000,First Owner,11,135,Bajaj
5822,170000,7000,First Owner,2,350,Royal Enfield
5823,350000,1487,First Owner,6,650,Hyosung
5824,21700,30000,Second Owner,10,100,Hero
5825,125000,5000,First Owner,4,150,Yamaha
5826,130000,19495,First Owner,5,200,KTM
5827,25000,29000,First Owner,10,150,Suzuki
5828,73000,3500,First Owner,4,150,Yamaha
5829,85000,38000,First Owner,7,250,Honda
